Japanese	English
【　】サイズ（斬撃）_落下投げ	[ Size ] Throw ( slashing ) _ fall
【　】サイズ（斬撃）_背後	[ Size ] ( slashing ) _ behind
【　】サイズ（斬撃）_強化背後	[ Size ] ( slashing ) _ strengthening behind
【　】サイズ（斬撃）_パリィ後	[ Size ] ( slashing ) _ Parry after
【　】サイズ（斬撃）_強化パリィ後	[ Size ] ( slashing ) _ strengthening Parry after
【　】サイズ（斬撃）_強化パリィ後_二段目	[ Size ] ( slashing ) _ strengthening Parry _ after the second stage
【　】サイズ（斬撃）_片手ダッシュ	[ Size ] ( slashing ) _ one hand dash
【　】サイズ（斬撃）_両手ダッシュ	[ Size ] ( slashing ) _ both hands Dash
【　】サイズ（斬撃）_片手ステップ前	[ Size ] ( slashing ) _ one hand before
【　】サイズ（斬撃）_両手ステップ前	[ Size ] ( slashing ) _ both hands step before
【　】サイズ（斬撃）_パリィガード	[ Size ] ( slashing ) _ Paryigado
【109】ルッツェルン（刺突）_片手通常1	[ 109 ] Lucerne ( piercing ) _ one hand usually 1
【109】ルッツェルン（刺突）_片手通常2	[ 109 ] Lucerne ( piercing ) _ one hand usually 2
【109】ルッツェルン（刺突）_片手通常3	[ 109 ] Lucerne ( piercing ) _ one hand usually 3
【109】ルッツェルン（刺突）_片手ジャンプ1	[ 109 ] Lucerne ( piercing ) _ one hand jump 1
【109】ルッツェルン（刺突）_片手落下ループ	[ 109 ] Lucerne ( piercing ) _ dropping one hand loop
【109】ルッツェルン（刺突）_片手落下着地	[ 109 ] Lucerne ( piercing ) _ dropping one hand landing
【109】ルッツェルン（刺突）_片手タメ1	[ 109 ] Lucerne ( piercing ) _ one hand Tame 1
【109】ルッツェルン（刺突）_片手タメ2	[ 109 ] Lucerne ( piercing ) _ one hand Tame 2
【109】ルッツェルン（刺突）_両手通常1	[ 109 ] Lucerne ( piercing ) _ both hands usually 1
【109】ルッツェルン（刺突）_両手通常2	[ 109 ] Lucerne ( piercing ) _ both hands usually 2
【109】ルッツェルン（刺突）_両手通常3	[ 109 ] Lucerne ( piercing ) _ both hands usually 3
【109】ルッツェルン（刺突）_両手ジャンプ1	[ 109 ] Lucerne ( piercing ) _ both hands jump 1
【109】ルッツェルン（刺突）_両手落下ループ	[ 109 ] Lucerne ( piercing ) _ both hands fall loop
【109】ルッツェルン（刺突）_両手落下着地	[ 109 ] Lucerne ( piercing ) _ both hands fall landing
【109】ルッツェルン（刺突）_両手タメ1	[ 109 ] Lucerne ( piercing ) _ both hands Tame 1
【109】ルッツェルン（刺突）__両手タメ1_二撃目	Two撃目( piercing ) __ both hands Tame 1_ [ 109 ] Lucerne
【109】ルッツェルン（刺突）_両手タメ2	[ 109 ] Lucerne ( piercing ) _ both hands Tame 2
【109】ルッツェルン（刺突）_左手	[ 109 ] Lucerne ( piercing ) _ left hand
【109】ルッツェルン（刺突）_片手近距離	[ 109 ] Lucerne ( piercing ) _ one hand a short distance
【109】ルッツェルン（刺突）_両手近距離	[ 109 ] Lucerne ( piercing ) _ both hands close range
【109】ルッツェルン（刺突）_ガード_片手	[ 109 ] Lucerne ( piercing ) _ guard _ one hand
【109】ルッツェルン（刺突）_ガード_両手	[ 109 ] Lucerne ( piercing ) _ guard _ both hands
【109】ルッツェルン（刺突）_パリィ	[ 109 ] Lucerne ( piercing ) _ Parry
【109】ルッツェルン（刺突）_落下投げ	[ 109 ] Lucerne Throw ( piercing ) _ fall
【109】ルッツェルン（刺突）_背後	[ 109 ] Lucerne ( piercing ) _ behind
【109】ルッツェルン（刺突）_強化背後	[ 109 ] Lucerne ( piercing ) _ strengthening behind
【109】ルッツェルン（刺突）_パリィ後	[ 109 ] Lucerne ( piercing ) _ Parry after
【109】ルッツェルン（刺突）_強化パリィ後	[ 109 ] Lucerne ( piercing ) _ strengthening Parry after
【109】ルッツェルン（刺突）_強化パリィ後_二段目	[ 109 ] Lucerne ( piercing ) _ strengthening Parry _ after the second stage
【109】ルッツェルン（刺突）_片手ダッシュ	[ 109 ] Lucerne ( piercing ) _ one hand dash
【109】ルッツェルン（刺突）_両手ダッシュ	[ 109 ] Lucerne ( piercing ) _ both hands Dash
【109】ルッツェルン（刺突）_片手ステップ前	[ 109 ] Lucerne ( piercing ) _ one hand before
【109】ルッツェルン（刺突）_両手ステップ前	[ 109 ] Lucerne ( piercing ) _ both hands step before
【109】ルッツェルン（刺突）_パリィガード	[ 109 ] Lucerne ( piercing ) _ Paryigado
【110】巨人のハルバード_片手通常1	Halberd _ one hand usually one of [ 110 ] giant
【110】巨人のハルバード_片手通常2	Halberd _ one hand usually 2 of [ 110 ] giant
【110】巨人のハルバード_片手通常3	Halberd _ one hand usually 3 of [ 110 ] giant
【110】巨人のハルバード_片手ジャンプ1	Halberd _ one hand jump one of [ 110 ] giant
【110】巨人のハルバード_片手落下ループ	Halberd _ dropping one hand loop of [ 110 ] giant
【110】巨人のハルバード_片手落下着地	Halberd _ one hand landing fall of [ 110 ] giant
【110】巨人のハルバード_片手タメ1	Halberd _ one hand Tame 1 of [ 110 ] giant
【110】巨人のハルバード_片手タメ2	Halberd _ one hand Tame 2 of [ 110 ] giant
【110】巨人のハルバード_両手通常1	Halberd _ both hands usually one of [ 110 ] giant
【110】巨人のハルバード_両手通常2	Halberd _ both hands usually 2 [ 110 ] of the giant
【110】巨人のハルバード_両手通常3	Halberd _ both hands usually 3 of [ 110 ] giant
【110】巨人のハルバード_両手ジャンプ1	Halberd _ both hands jump 1 [ 110 ] giant
【110】巨人のハルバード_両手落下ループ	Halberd _ both hands fall loop of [ 110 ] giant
【110】巨人のハルバード_両手落下着地	Halberd _ both hands fall landing of [ 110 ] giant
【110】巨人のハルバード_両手タメ1	Halberd _ both hands Tame 1 of [ 110 ] giant
【110】巨人のハルバード__両手タメ1_二撃目	Two撃目halberd both hands Tame __ 1_ [ 110 ] giant
【110】巨人のハルバード_両手タメ2	Halberd _ both hands Tame 2 of [ 110 ] giant
【110】巨人のハルバード_左手	Halberd _ left hand of [ 110 ] giant
【110】巨人のハルバード_片手近距離	Halberd _ one hand a short distance from the [ 110 ] giant
【110】巨人のハルバード_両手近距離	Halberd _ both hands close range of [ 110 ] giant
【110】巨人のハルバード_ガード_片手	Halberd _ guard _ one hand of [ 110 ] giant
【110】巨人のハルバード_ガード_両手	Halberd _ guard _ both hands of [ 110 ] giant
【110】巨人のハルバード_パリィ	Halberd _ Parry of [ 110 ] giant
【110】巨人のハルバード_落下投げ	Throw halberd _ fall of [ 110 ] giant
【110】巨人のハルバード_背後	Halberd _ behind the [ 110 ] giant
【110】巨人のハルバード_強化背後	Halberd _ strengthening behind the [ 110 ] giant
【110】巨人のハルバード_パリィ後	Halberd _ Parry After the giant 110 ]
【110】巨人のハルバード_強化パリィ後	Halberd _ strengthening Parry after the [ 110 ] giant
【110】巨人のハルバード_強化パリィ後_二段目	Halberd _ strengthening Parry _ after the second stage of the [ 110 ] giant
【110】巨人のハルバード_片手ダッシュ	Halberd _ one hand dash of [ 110 ] giant
【110】巨人のハルバード_両手ダッシュ	Halberd _ both hands dash of [ 110 ] giant
【110】巨人のハルバード_片手ステップ前	Halberd _ one hand before the [ 110 ] giant
【110】巨人のハルバード_両手ステップ前	Halberd _ both hands step before the [ 110 ] giant
【110】巨人のハルバード_パリィガード	Halberd _ Paryigado of [ 110 ] giant
【111】ドレス_片手通常1	[ 111 ] dress _ one hand usually 1
【111】ドレス_片手通常2	[ 111 ] dress _ one hand usually 2
【111】ドレス_片手通常3	[ 111 ] dress _ one hand usually 3
【111】ドレス_片手ジャンプ1	[ 111 ] dress _ one hand jump 1
【111】ドレス_片手落下ループ	[ 111 ] dress _ dropping one hand loop
【111】ドレス_片手落下着地	[ 111 ] dress _ dropping one hand landing
【111】ドレス_片手タメ1	[ 111 ] dress _ one hand Tame 1
【111】ドレス_片手タメ2	[ 111 ] dress _ one hand Tame 2
【111】ドレス_両手通常1	[ 111 ] dress _ both hands usually 1
【111】ドレス_両手通常2	[ 111 ] dress _ both hands usually 2
【111】ドレス_両手通常3	[ 111 ] dress _ both hands usually 3
【111】ドレス_両手ジャンプ1	[ 111 ] dress _ both hands jump 1
【111】ドレス_両手落下ループ	[ 111 ] dress _ both hands fall loop
【111】ドレス_両手落下着地	[ 111 ] dress _ both hands fall landing
【111】ドレス_両手タメ1	[ 111 ] dress _ both hands Tame 1
【111】ドレス__両手タメ1_二撃目	Two撃目[ 111 ] both hands Tame dress __ 1_
【111】ドレス_両手タメ2	[ 111 ] dress _ both hands Tame 2
【111】ドレス_左手	[ 111 ] dress _ the left hand
【111】ドレス_片手近距離	[ 111 ] dress _ one hand a short distance
【111】ドレス_両手近距離	[ 111 ] dress _ both hands close range
【111】ドレス_ガード_片手	[ 111 ] dress _ guard _ one hand
【111】ドレス_ガード_両手	[ 111 ] dress _ guard _ both hands
【111】ドレス_パリィ	[ 111 ] dress _ Parry
【111】ドレス_落下投げ	Throw [ 111 ] dress _ fall
【111】ドレス_背後	[ 111 ] dress _ behind
【111】ドレス_強化背後	[ 111 ] dress _ strengthening behind
【111】ドレス_パリィ後	[ 111 ] dress _ Parry after
【111】ドレス_強化パリィ後	[ 111 ] dress _ strengthening Parry after
【111】ドレス_強化パリィ後_二段目	[ 111 ] dress _ strengthening Parry _ after the second stage
【111】ドレス_片手ダッシュ	[ 111 ] dress _ one hand dash
【111】ドレス_両手ダッシュ	[ 111 ] dress _ both hands Dash
【111】ドレス_片手ステップ前	[ 111 ] dress _ one hand before
【111】ドレス_両手ステップ前	[ 111 ] dress _ both hands step before
【111】ドレス_パリィガード	[ 111 ] dress _ Paryigado
【112】黒騎士の斧槍_片手通常1	Onoyari _ one hand usually one of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手通常2	Onoyari _ one hand usually 2 of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手通常3	Onoyari _ one hand usually 3 of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手ジャンプ1	Onoyari _ one hand jump 1 [ 112 ] Black Knight
【112】黒騎士の斧槍_片手落下ループ	Onoyari _ dropping one hand loop of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手落下着地	Onoyari _ one hand landing fall of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手タメ1	Onoyari _ one hand Tame 1 of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手タメ2	Onoyari _ one hand Tame 2 of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手通常1	Onoyari _ both hands usually one of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手通常2	Onoyari _ both hands usually 2 of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手通常3	Onoyari _ both hands usually 3 of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手ジャンプ1	Onoyari _ both hands jump 1 [ 112 ] Black Knight
【112】黒騎士の斧槍_両手落下ループ	Onoyari _ both hands fall loop of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手落下着地	Onoyari _ both hands fall landing of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手タメ1	Onoyari _ both hands Tame 1 of [ 112 ] Black Knight
【112】黒騎士の斧槍__両手タメ1_二撃目	Two撃目Onoyari __ both hands Tame 1_ [ 112 ] Black Knight
【112】黒騎士の斧槍_両手タメ2	Onoyari _ both hands Tame 2 of [ 112 ] Black Knight
【112】黒騎士の斧槍_左手	Onoyari _ left hand of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手近距離	Onoyari _ one hand a short distance from the [ 112 ] Black Knight
【112】黒騎士の斧槍_両手近距離	Onoyari _ both hands close range of [ 112 ] Black Knight
【112】黒騎士の斧槍_ガード_片手	Onoyari _ guard _ one hand of [ 112 ] Black Knight
【112】黒騎士の斧槍_ガード_両手	Onoyari _ guard _ both hands of [ 112 ] Black Knight
【112】黒騎士の斧槍_パリィ	Onoyari _ Parry of [ 112 ] Black Knight
【112】黒騎士の斧槍_落下投げ	Throw Onoyari _ fall of [ 112 ] Black Knight
【112】黒騎士の斧槍_背後	Onoyari _ behind the [ 112 ] Black Knight
【112】黒騎士の斧槍_強化背後	Onoyari _ strengthening behind the [ 112 ] Black Knight
【112】黒騎士の斧槍_パリィ後	Onoyari _ Parry after [ 112 ] Black Knight
【112】黒騎士の斧槍_強化パリィ後	Onoyari _ strengthening Parry after the [ 112 ] Black Knight
【112】黒騎士の斧槍_強化パリィ後_二段目	Onoyari _ strengthening Parry _ after the second stage of the [ 112 ] Black Knight
【112】黒騎士の斧槍_片手ダッシュ	Onoyari _ one hand dash of [ 112 ] Black Knight
【112】黒騎士の斧槍_両手ダッシュ	Onoyari _ both hands dash of [ 112 ] Black Knight
【112】黒騎士の斧槍_片手ステップ前	Onoyari _ one hand before the [ 112 ] Black Knight
【112】黒騎士の斧槍_両手ステップ前	Onoyari _ both hands step before the [ 112 ] Black Knight
【112】黒騎士の斧槍_パリィガード	Onoyari _ Paryigado of [ 112 ] Black Knight
鎌_片手通常1	Sickle _ one hand usually 1
鎌_片手通常2	Sickle _ one hand usually 2
鎌_片手通常3	Sickle _ one hand usually 3
鎌_片手ジャンプ1	Sickle _ one hand jump 1
鎌_片手落下ループ	Sickle _ dropping one hand loop
鎌_片手落下着地	Sickle _ dropping one hand landing
鎌_片手タメ1	Sickle _ one hand Tame 1
鎌_片手タメ2	Sickle _ one hand Tame 2
鎌_両手通常1	Sickle _ both hands usually 1
鎌_両手通常2	Sickle _ both hands usually 2
鎌_両手通常3	Sickle _ both hands usually 3
鎌_両手ジャンプ1	Sickle _ both hands jump 1
鎌_両手落下ループ	Sickle _ both hands fall loop
鎌_両手落下着地	Sickle _ both hands fall landing
鎌_両手タメ1	Sickle _ both hands Tame 1
鎌_両手タメ2	Sickle _ both hands Tame 2
鎌_左手	Sickle _ left hand
鎌_片手近距離	Sickle _ one hand a short distance
鎌_両手近距離	Sickle _ both hands close range
鎌_ガード_片手	Sickle guard _ _ one hand
鎌_ガード_両手	Sickle guard _ _ both hands
鎌_パリィ	Sickle _ Parry
鎌_落下投げ	Throw sickle _ fall
鎌_背後	Sickle _ behind
鎌_強化背後	Sickle _ strengthening behind
鎌_パリィ後	Sickle _ Parry after
鎌_強化パリィ後	Sickle _ strengthening Parry after
鎌_強化パリィ後_二段目	Sickle _ strengthening Parry _ after the second stage
鎌_片手ダッシュ	Sickle _ one hand dash
鎌_両手ダッシュ	Sickle _ both hands Dash
鎌_片手ステップ前	Sickle _ one hand before
鎌_両手ステップ前	Sickle _ both hands step before
鎌_パリィガード	Sickle _ Paryigado
弓_片手通常	Bow _ one hand usually
弓_片手タメ	Bow _ one hand Tame
弓_両手通常	Bow _ both hands usually
弓_両手タメ	Bow _ both hands Tame
弓_左手	_ Left hand bow
弓_片手近距離	Bow _ one hand a short distance
弓_両手近距離	Bow _ both hands close range
弓_ガード_片手	Bow _ guard _ one hand
弓_ガード_両手	Bow _ guard _ both hands
弓_パリィ	Bow _ Parry
弓_背後	Bow _ behind
弓_パリィ後	Bow _ Parry after
弓_片手ダッシュ	Bow _ one hand dash
弓_両手ダッシュ	Bow _ both hands Dash
弓_片手ステップ前	Bow _ one hand before
弓_両手ステップ前	Bow _ both hands step before
弓_パリィガード	Bow _ Paryigado
弩_片手通常	Crossbow _ one hand usually
弩_片手タメ	Crossbow _ one hand Tame
弩_両手通常	Crossbow _ both hands usually
